id,customer_id,order_date,status,subtotal,shipping_cost,total_amount,payment_method,delivery_city
2265f556-6731-4564-85d6-7da2fd522b61,5397e6f9-db00-43c0-acc4-7028403ae9f6,2025-06-05 14:57:28,refunded,234.83,0.0,234.83,Cheque,Angers
e007e58d-c169-4c80-8b8b-239769c03dbf,8cb75032-3403-4a3c-bef1-7270ba2964a8,2025-01-29 14:57:28,completed,42.47,7.9,50.37,Carte bancaire,Lille
e8034265-60ba-49df-b825-a52e6afd5182,38ca9deb-bac5-4e74-bd9c-ac77b082d942,2026-05-15 14:57:28,cancelled,79.8,4.9,84.7,Virement,Toulon
eae4b5fb-4e0e-4790-bef7-29d8703ddec4,d6e7450f-1a0c-4db7-aa7a-8b88caca710a,2024-10-11 14:57:28,completed,145.57,0.0,145.57,Especes,Toulon
0bed2f89-16bb-4fc1-9d89-692c66b900a0,c3305ee5-56f1-40b3-9170-59b58fe733b8,2026-07-31 14:57:28,completed,157.49,0.0,157.49,Cheque,Nantes
1db69315-24d8-4537-877c-c010abf0a767,adaa3468-cae7-4dee-a567-8aa2038a02d6,2025-10-24 14:57:28,refunded,260.75,5.9,266.65,Carte bancaire,Reims
fb5298a0-ce7d-4377-9701-5b6850a8b40b,b18cdf2b-8dc4-422a-b47e-a9bba8a2d25e,2025-12-04 14:57:28,completed,39.8,0.0,39.8,PayPal,Dijon
34ba19de-477b-4187-876a-748491bcec62,bfd7a2cb-4652-433e-ada5-8330ade8d905,2024-10-15 14:57:28,completed,143.6,7.9,151.5,PayPal,Paris
6cfe0a6e-ba6f-445e-b64c-daac0e0a126a,eb66331b-ef7d-4751-8677-1cf70a286fc7,2024-11-09 14:57:28,cancelled,427.98,7.9,435.88,PayPal,Toulouse
40b278c6-4458-4c54-aa1b-f6cd335a9293,b6d4201e-d306-4f1b-b5e5-93a85e72148a,2024-10-26 14:57:28,completed,242.07,0.0,242.07,Carte bancaire,Toulon
0e5f350c-94c1-46cd-a7dc-39c05cb7dd6d,497f97ec-a78b-4734-bc17-a0b06e2393d7,2025-11-27 14:57:28,pending,155.91,7.9,163.81,Virement,Grenoble
5c868000-ff11-40f2-888c-74ae7b45ff30,d152dce1-782a-4a8a-834a-06c7bc719bca,2025-11-21 14:57:28,completed,156.08,5.9,161.98,Carte bancaire,Brest
58b8bd0e-4715-4754-ab3f-d68ad28897f5,d6e7450f-1a0c-4db7-aa7a-8b88caca710a,2025-05-25 14:57:28,refunded,232.12,0.0,232.12,Carte bancaire,Dijon
b2e84d22-18d8-46cc-9dff-24566634ed2f,ba53a5b2-7bf9-4b98-97d5-ccdbf53cb730,2026-01-24 14:57:28,completed,672.4,0.0,672.4,Especes,Lille
13d1b538-ccf6-4a2e-9d02-7f617877a51f,8dd12d50-9207-42a3-a704-2df973609509,2026-03-12 14:57:28,completed,67.76,5.9,73.66,PayPal,Reims
bf086022-87c8-4ed6-8380-bacc62385b7c,f39d97d1-91d5-4434-ac68-c135143d7576,2025-06-15 14:57:28,refunded,349.72,4.9,354.62,Cheque,Bordeaux
f4d5d194-7d97-4ea4-8d7e-f9dc2ee8d6b1,5397e6f9-db00-43c0-acc4-7028403ae9f6,2024-11-03 14:57:28,refunded,136.27,4.9,141.17,Especes,Bordeaux
194a59cd-50cd-4c1a-9ab3-f6c78a59e6d2,fa19a288-b2db-4cae-89f1-32f430ba1376,2026-05-03 14:57:28,completed,96.51,5.9,102.41,Especes,Grenoble
37c195d8-0f11-456a-88aa-e35dcf9d1aa8,fd09359f-39dd-4352-8cbc-e701684a770a,2026-07-06 14:57:28,completed,207.52,7.9,215.42,Carte bancaire,Angers
aad13578-1706-49ac-82fb-af5ed0469cbd,497f97ec-a78b-4734-bc17-a0b06e2393d7,2025-10-24 14:57:28,pending,103.23,0.0,103.23,Carte bancaire,Lyon
77f288a0-863e-48ce-9e32-b70bff90f762,7045ade5-127f-43c2-ae13-ab92c7b8954b,2025-10-01 14:57:28,completed,62.7,4.9,67.6,Carte bancaire,Nantes
efa242f0-df39-478e-bcfb-0e2594bf7a67,d6e7450f-1a0c-4db7-aa7a-8b88caca710a,2026-03-28 14:57:28,completed,83.35,0.0,83.35,Especes,Rennes
d36b4634-f2e9-4140-a8c9-926a3e946816,535323df-0b30-4da7-92e4-66af1414bae3,2025-07-02 14:57:28,refunded,328.3,0.0,328.3,Carte bancaire,Toulon
7ed6d92e-158b-464a-962c-3bcf0e3f6f8f,e9e5ffd4-9501-4029-bd6f-7b0120132eef,2026-01-26 14:57:28,completed,398.53,7.9,406.43,Virement,Strasbourg
3e264541-cefe-4336-8dc3-5ba28903dd38,c5b72e55-e0ec-4dc9-b405-a7cfcdf7d1f0,2025-10-02 14:57:28,completed,14.36,0.0,14.36,PayPal,Toulouse
01080b72-55cb-4c77-98ec-bd027fd0dfc6,44f1d1c6-f801-458c-b73d-d35eb50bd817,2025-04-19 14:57:28,completed,243.09,4.9,247.99,Carte bancaire,Strasbourg
628f3985-e34e-474c-958a-c966ca96558f,aceda84f-093e-46dc-bf40-55dca43e6d39,2026-04-27 14:57:28,pending,193.48,0.0,193.48,Especes,Lyon
a8d21481-0d1b-4f73-ae48-36d1ae5de381,c83988fd-ab37-4415-86c9-3a7a0bf5ec8b,2026-05-28 14:57:28,completed,323.51,4.9,328.41,Carte bancaire,Montpellier
08a20e89-719a-43cc-aa33-2ddb34bed23a,4135c9a9-ccf6-496b-b99f-9915251fd710,2026-05-24 14:57:28,completed,365.32,5.9,371.22,Especes,Nice
5aaecec7-f7f1-4ab2-8f03-442120491f22,8dd12d50-9207-42a3-a704-2df973609509,2024-10-10 14:57:28,cancelled,220.11,7.9,228.01,Cheque,Lyon
7c09cddb-8dab-4481-9849-a605203f85b2,7045ade5-127f-43c2-ae13-ab92c7b8954b,2025-08-23 14:57:28,completed,307.53,0.0,307.53,Virement,Toulon
7d93610f-26bf-4c1d-964b-15cdc6df7a45,44f1d1c6-f801-458c-b73d-d35eb50bd817,2026-02-08 14:57:28,completed,88.22,0.0,88.22,Virement,Grenoble
6a3fb0fe-7782-4a90-8822-3a8b4c2ab5ef,6eed4190-d85c-4e69-baab-31e33c300e6a,2026-03-15 14:57:28,completed,361.32,0.0,361.32,PayPal,Nice
7814a934-6acc-4a63-849e-ecc15d3dadde,d6e7450f-1a0c-4db7-aa7a-8b88caca710a,2025-07-30 14:57:28,pending,400.86,5.9,406.76,Carte bancaire,Paris
a8715147-cb03-4f06-965d-01bf8a748628,bfd7a2cb-4652-433e-ada5-8330ade8d905,2026-05-13 14:57:28,cancelled,412.67,0.0,412.67,Especes,Toulouse
d24d0a1a-9869-47de-8534-e653f61c405a,f39d97d1-91d5-4434-ac68-c135143d7576,2024-10-10 14:57:28,cancelled,318.24,7.9,326.14,Virement,Strasbourg
5c444e2e-3746-4475-b22c-98556ecf19e9,6e0c17d2-b91a-4a68-b378-69d3e6cd2dce,2025-08-14 14:57:28,refunded,578.51,4.9,583.41,Carte bancaire,Paris
e3018419-97c8-434f-8065-820a56483cd3,8c852709-a20e-4f99-805b-ca99a7a0c008,2025-07-05 14:57:28,completed,517.58,5.9,523.48,Carte bancaire,Toulon
a0bd2f4f-c774-47e0-b618-6656b86b5bbb,d6e7450f-1a0c-4db7-aa7a-8b88caca710a,2026-06-30 14:57:28,completed,395.07,5.9,400.97,Cheque,Angers
7e96c6fe-aeb9-415d-9b8a-7bfbc89fbdf8,164ef820-2f2c-4218-a157-55299cd2439a,2025-05-17 14:57:28,refunded,262.58,0.0,262.58,Cheque,Lille
c2ee71e8-c0e2-4810-9851-49e26efb8af5,b18cdf2b-8dc4-422a-b47e-a9bba8a2d25e,2026-01-20 14:57:28,completed,336.23,4.9,341.13,PayPal,Strasbourg
57ef6aba-ab04-43b4-b32a-8bfdc8f224b9,d2a147ec-87c2-48eb-9031-8a7b746b3a3b,2026-07-02 14:57:28,refunded,171.12,4.9,176.02,PayPal,Dijon
4e433782-7d81-404b-9529-4a4a3c10c24d,db09975f-c2ad-4ec8-ae35-a0cfa2c71e8c,2026-04-01 14:57:28,completed,299.31,7.9,307.21,PayPal,Toulon
5342ae8a-afcf-45b2-9e31-0fac658c41b0,e9e5ffd4-9501-4029-bd6f-7b0120132eef,2025-09-27 14:57:28,refunded,530.28,0.0,530.28,Carte bancaire,Bordeaux
ec608ff0-a60c-4bf8-80d9-4b3a6d65e870,06b3f60c-058d-4ac7-9101-e79f3902f86c,2026-06-20 14:57:28,completed,840.5,0.0,840.5,Especes,Angers
32b02421-3e31-492c-90f5-381e51ccb205,7b37d780-3426-45d3-9dd4-526b8ff239e2,2026-06-16 14:57:28,completed,178.92,0.0,178.92,PayPal,Strasbourg
0a44f120-40c6-4996-90ca-832b0f881fc6,c3305ee5-56f1-40b3-9170-59b58fe733b8,2025-11-28 14:57:28,completed,443.9,5.9,449.8,Carte bancaire,Grenoble
aedd4fea-c14a-4690-9bc5-6c7e736a1057,e9e5ffd4-9501-4029-bd6f-7b0120132eef,2025-02-23 14:57:28,pending,190.95,5.9,196.85,PayPal,Grenoble
7d68d7de-7a68-47ac-8105-83909534d4d7,38ca9deb-bac5-4e74-bd9c-ac77b082d942,2026-03-21 14:57:28,cancelled,42.43,0.0,42.43,Virement,Nice
8669a947-18d0-4109-a5c0-4eef61df28d8,535323df-0b30-4da7-92e4-66af1414bae3,2024-10-06 14:57:28,completed,393.38,0.0,393.38,Carte bancaire,Grenoble
8b9a45d2-35c3-4d7c-ba30-2d9d4241a6f8,4135c9a9-ccf6-496b-b99f-9915251fd710,2025-08-15 14:57:28,pending,687.15,0.0,687.15,Cheque,Toulouse
b6b069ef-b1c3-4d2c-8c58-998a2ab42b91,4135c9a9-ccf6-496b-b99f-9915251fd710,2025-09-19 14:57:28,completed,207.37,5.9,213.27,PayPal,Reims
